ID;LON;LAT;ag
38456;12,1823;46,8911;0,0526
38952;10,4839;46,8413;0,0991
38953;10,5131;46,842;0,0963
38954;10,5425;46,8427;0,0927
38955;10,5717;46,8434;0,088
38956;10,601;46,8441;0,0824
38957;10,6302;46,8448;0,0767
38958;10,6595;46,8454;0,0712
38959;10,6888;46,8461;0,0658
38973;11,0987;46,8547;0,0405
38974;11,1281;46,8553;0,0402
38975;11,1573;46,8558;0,04
38976;11,1866;46,8564;0,0399
38977;11,2159;46,8569;0,0399
38978;11,2452;46,8575;0,0399
38979;11,2745;46,858;0,04
38980;11,3038;46,8585;0,0402
38981;11,333;46,859;0,0404
38982;11,3624;46,8595;0,0407
38983;11,3916;46,86;0,0409
38984;11,4209;46,8605;0,0413
38985;11,4502;46,861;0,0416
38986;11,4795;46,8615;0,0419
38987;11,5088;46,862;0,0423
38988;11,5381;46,8625;0,0427
38989;11,5674;46,8629;0,0431
38990;11,5967;46,8634;0,0435
38991;11,626;46,8638;0,044
38992;11,6553;46,8642;0,0444
38993;11,6846;46,8647;0,0449
38994;11,7139;46,8651;0,0454
38995;11,7432;46,8655;0,0458
38996;11,7725;46,8659;0,0464
38997;11,8018;46,8663;0,0469
38998;11,8311;46,8667;0,0474
38999;11,8604;46,8671;0,0479
39000;11,8897;46,8675;0,0485
39001;11,919;46,8679;0,049
39002;11,9483;46,8683;0,0496
39003;11,9776;46,8686;0,0502
39004;12,0069;46,869;0,0507
39005;12,0362;46,8693;0,0513
39006;12,0655;46,8697;0,0518
39007;12,0948;46,87;0,0523
39008;12,1241;46,8703;0,0527
39009;12,1534;46,8706;0,0532
39010;12,1827;46,871;0,0537
39011;12,212;46,8713;0,0541
39012;12,2414;46,8716;0,0546
39013;12,2706;46,8719;0,055
39506;10,4849;46,8212;0,1053
39507;10,5142;46,8219;0,1023
39508;10,5435;46,8226;0,0984
39509;10,5727;46,8233;0,0935
39510;10,602;46,824;0,0876
39511;10,6312;46,8247;0,0808
39512;10,6605;46,8253;0,0746
39513;10,6897;46,826;0,0687
39514;10,719;46,8267;0,0632
39515;10,7483;46,8273;0,0588
39527;11,0996;46,8346;0,0409
39528;11,1289;46,8352;0,0406
39529;11,1581;46,8357;0,0404
39530;11,1874;46,8363;0,0403
39531;11,2167;46,8368;0,0403
39532;11,246;46,8374;0,0403
39533;11,2752;46,8379;0,0405
39534;11,3045;46,8384;0,0406
39535;11,3338;46,8389;0,0409
39536;11,3631;46,8394;0,0412
39537;11,3924;46,84;0,0415
39538;11,4217;46,8404;0,0418
39539;11,451;46,8409;0,0422
39540;11,4803;46,8414;0,0425
39541;11,5095;46,8419;0,0429
39542;11,5388;46,8423;0,0434
39543;11,5681;46,8428;0,0438
39544;11,5973;46,8433;0,0442
39545;11,6267;46,8437;0,0447
39546;11,656;46,8441;0,0452
39547;11,6852;46,8446;0,0457
39548;11,7145;46,845;0,0462
39549;11,7438;46,8454;0,0467
39550;11,7731;46,8458;0,0472
39551;11,8024;46,8462;0,0478
39552;11,8317;46,8466;0,0483
39553;11,861;46,847;0,0489
39554;11,8902;46,8474;0,0495
39555;11,9195;46,8478;0,0501
39556;11,9489;46,8482;0,0506
39557;11,9782;46,8485;0,0512
39558;12,0074;46,8489;0,0518
39559;12,0367;46,8492;0,0523
39560;12,066;46,8496;0,0528
39561;12,0953;46,8499;0,0532
39562;12,1246;46,8502;0,0537
39563;12,1539;46,8505;0,0542
39564;12,1832;46,8509;0,0547
39565;12,2124;46,8512;0,0552
39566;12,2418;46,8515;0,0556
39567;12,2711;46,8518;0,0561
40059;10,4567;46,8004;0,112
40060;10,4859;46,8011;0,11
40061;10,5152;46,8018;0,1072
40062;10,5444;46,8025;0,1032
40063;10,5737;46,8032;0,098
40064;10,603;46,8039;0,0919
40065;10,6322;46,8046;0,0847
40066;10,6614;46,8053;0,0775
40067;10,6907;46,8059;0,0711
40068;10,7199;46,8066;0,0653
40080;11,0711;46,814;0,0417
40081;11,1004;46,8145;0,0413
40082;11,1297;46,8151;0,0411
40083;11,1589;46,8157;0,0409
40084;11,1882;46,8162;0,0408
40085;11,2175;46,8167;0,0407
40086;11,2467;46,8173;0,0408
40087;11,276;46,8178;0,0409
40088;11,3053;46,8183;0,0411
40089;11,3345;46,8189;0,0414
40090;11,3638;46,8194;0,0417
40091;11,3931;46,8199;0,042
40092;11,4224;46,8203;0,0424
40093;11,4516;46,8208;0,0428
40094;11,4809;46,8213;0,0432
40095;11,5102;46,8218;0,0436
40096;11,5394;46,8223;0,044
40097;11,5687;46,8227;0,0445
40098;11,598;46,8232;0,045
40099;11,6273;46,8236;0,0455
40100;11,6566;46,8241;0,046
40101;11,6858;46,8245;0,0465
40102;11,7151;46,8249;0,0471
40103;11,7444;46,8253;0,0476
40104;11,7737;46,8257;0,0482
40105;11,803;46,8261;0,0487
40106;11,8322;46,8265;0,0493
40107;11,8615;46,8269;0,0499
40108;11,8908;46,8273;0,0505
40109;11,9201;46,8277;0,0511
40110;11,9493;46,8281;0,0517
40111;11,9786;46,8284;0,0523
40112;12,0079;46,8288;0,0527
40113;12,0372;46,8291;0,0532
40114;12,0665;46,8295;0,0537
40115;12,0958;46,8298;0,0542
40116;12,1251;46,8301;0,0547
40117;12,1543;46,8305;0,0552
40118;12,1836;46,8308;0,0557
40119;12,2129;46,8311;0,0562
40120;12,2422;46,8314;0,0567
40121;12,2715;46,8317;0,0572
40122;12,3007;46,832;0,0577
40613;10,4577;46,7803;0,1152
40614;10,4869;46,781;0,1134
40615;10,5162;46,7817;0,1107
40616;10,5455;46,7824;0,1068
40617;10,5747;46,7831;0,1015
40618;10,604;46,7838;0,0951
40619;10,6332;46,7845;0,0878
40620;10,6624;46,7852;0,0799
40621;10,6917;46,7858;0,0732
40622;10,7209;46,7865;0,067
40623;10,7502;46,7872;0,0615
40624;10,7794;46,7878;0,0575
40633;11,0427;46,7933;0,0426
40634;11,072;46,7939;0,0421
40635;11,1012;46,7944;0,0417
40636;11,1305;46,795;0,0415
40637;11,1597;46,7956;0,0413
40638;11,189;46,7961;0,0412
40639;11,2183;46,7967;0,0412
40640;11,2475;46,7972;0,0412
40641;11,2768;46,7977;0,0414
40642;11,3061;46,7982;0,0416
40643;11,3353;46,7988;0,0419
40644;11,3645;46,7993;0,0422
40645;11,3938;46,7998;0,0426
40646;11,4231;46,8003;0,0429
40647;11,4523;46,8007;0,0434
40648;11,4816;46,8012;0,0438
40649;11,5109;46,8017;0,0443
40650;11,5401;46,8022;0,0447
40651;11,5694;46,8026;0,0452
40652;11,5987;46,8031;0,0458
40653;11,628;46,8035;0,0463
40654;11,6572;46,804;0,0468
40655;11,6865;46,8044;0,0474
40656;11,7157;46,8048;0,0479
40657;11,745;46,8052;0,0485
40658;11,7743;46,8056;0,0491
40659;11,8035;46,806;0,0497
40660;11,8328;46,8065;0,0503
40661;11,862;46,8068;0,0509
40662;11,8913;46,8072;0,0515
40663;11,9206;46,8076;0,0521
40664;11,9499;46,808;0,0527
40665;11,9792;46,8083;0,0532
40666;12,0084;46,8087;0,0537
40667;12,0377;46,809;0,0542
40668;12,067;46,8094;0,0547
40669;12,0963;46,8097;0,0552
40670;12,1255;46,81;0,0558
40671;12,1548;46,8104;0,0563
40672;12,1841;46,8107;0,0568
40673;12,2133;46,811;0,0573
40674;12,2426;46,8113;0,0578
40675;12,2719;46,8116;0,0583
41167;10,4587;46,7602;0,1174
41168;10,488;46,7609;0,1157
41169;10,5172;46,7617;0,113
41170;10,5465;46,7623;0,1092
41171;10,5757;46,763;0,104
41172;10,6049;46,7637;0,0975
41173;10,6342;46,7644;0,0901
41174;10,6634;46,7651;0,082
41175;10,6926;46,7658;0,0748
41176;10,7219;46,7664;0,0684
41177;10,7511;46,7671;0,0627
41178;10,7804;46,7677;0,0583
41179;10,8096;46,7683;0,0551
41180;10,8388;46,769;0,0524
41183;10,9266;46,7708;0,0468
41184;10,9558;46,7714;0,0456
41187;11,0436;46,7732;0,043
41188;11,0728;46,7738;0,0425
41189;11,102;46,7744;0,0421
41190;11,1313;46,7749;0,0418
41191;11,1606;46,7755;0,0417
41192;11,1898;46,776;0,0416
41193;11,2191;46,7766;0,0416
41194;11,2483;46,7771;0,0417
41195;11,2775;46,7776;0,0418
41196;11,3068;46,7781;0,0421
41197;11,336;46,7787;0,0424
41198;11,3653;46,7792;0,0427
41199;11,3945;46,7797;0,0431
41200;11,4238;46,7802;0,0436
41201;11,453;46,7807;0,044
41202;11,4823;46,7811;0,0445
41203;11,5116;46,7816;0,045
41204;11,5408;46,7821;0,0455
41205;11,57;46,7825;0,046
41206;11,5993;46,783;0,0465
41207;11,6286;46,7834;0,0471
41208;11,6578;46,7839;0,0477
41209;11,6871;46,7843;0,0482
41210;11,7163;46,7847;0,0488
41211;11,7456;46,7851;0,0494
41212;11,7748;46,7856;0,05
41213;11,8041;46,786;0,0507
41214;11,8334;46,7863;0,0513
41215;11,8626;46,7867;0,0519
41216;11,8919;46,7871;0,0525
41217;11,9212;46,7875;0,0531
41218;11,9504;46,7879;0,0536
41219;11,9797;46,7882;0,0541
41220;12,009;46,7886;0,0547
41221;12,0382;46,7889;0,0552
41222;12,0675;46,7893;0,0557
41223;12,0968;46,7896;0,0563
41224;12,126;46,7899;0,0568
41225;12,1553;46,7903;0,0573
41226;12,1845;46,7906;0,0579
41227;12,2138;46,7909;0,0584
41228;12,2431;46,7912;0,059
41229;12,2723;46,7915;0,0595
41720;10,4306;46,7394;0,1198
41721;10,4598;46,7401;0,1187
41722;10,489;46,7409;0,117
41723;10,5183;46,7416;0,1145
41724;10,5475;46,7423;0,1108
41725;10,5767;46,743;0,1057
41726;10,6059;46,7436;0,0991
41727;10,6352;46,7443;0,0917
41728;10,6644;46,745;0,0836
41729;10,6936;46,7457;0,076
41730;10,7228;46,7463;0,0694
41731;10,7521;46,747;0,0636
41732;10,7813;46,7476;0,0589
41733;10,8106;46,7483;0,0556
41734;10,8398;46,7489;0,0529
41735;10,869;46,7495;0,0506
41736;10,8983;46,7501;0,0487
41737;10,9275;46,7507;0,0472
41738;10,9567;46,7513;0,046
41739;10,9859;46,7519;0,0449
41740;11,0152;46,7525;0,044
41741;11,0444;46,7531;0,0434
41742;11,0736;46,7537;0,0428
41743;11,1029;46,7543;0,0425
41744;11,1321;46,7548;0,0422
41745;11,1613;46,7554;0,0421
41746;11,1906;46,7559;0,042
41747;11,2198;46,7565;0,042
41748;11,2491;46,757;0,0421
41749;11,2783;46,7575;0,0423
41750;11,3076;46,758;0,0426
41751;11,3368;46,7586;0,0429
41752;11,3661;46,7591;0,0433
41753;11,3953;46,7596;0,0437
41754;11,4245;46,7601;0,0442
41755;11,4538;46,7606;0,0447
41756;11,483;46,761;0,0452
41757;11,5123;46,7615;0,0457
41758;11,5415;46,762;0,0462
41759;11,5707;46,7624;0,0468
41760;11,6;46,7629;0,0474
41761;11,6292;46,7633;0,0479
41762;11,6585;46,7638;0,0485
41763;11,6878;46,7642;0,0491
41764;11,717;46,7646;0,0498
41765;11,7463;46,765;0,0504
41766;11,7755;46,7655;0,051
41767;11,8047;46,7659;0,0516
41768;11,834;46,7663;0,0523
41769;11,8632;46,7666;0,0529
41770;11,8925;46,767;0,0535
41771;11,9217;46,7674;0,054
41772;11,951;46,7678;0,0546
41773;11,9802;46,7681;0,0551
41774;12,0095;46,7685;0,0557
41775;12,0387;46,7688;0,0562
41776;12,068;46,7692;0,0568
41777;12,0972;46,7695;0,0573
41778;12,1265;46,7698;0,0579
41779;12,1558;46,7702;0,0584
41780;12,185;46,7705;0,059
41781;12,2142;46,7708;0,0595
41782;12,2435;46,7711;0,0601
41783;12,2728;46,7714;0,0609
41784;12,302;46,7717;0,0616
41785;12,3313;46,7719;0,0624
42274;10,4317;46,7193;0,1206
42275;10,4609;46,7201;0,1195
42276;10,4901;46,7208;0,1178
42277;10,5193;46,7215;0,1153
42278;10,5486;46,7222;0,1116
42279;10,5777;46,7229;0,1066
42280;10,6069;46,7236;0,0999
42281;10,6361;46,7242;0,0926
42282;10,6654;46,7249;0,0845
42283;10,6946;46,7256;0,0767
42284;10,7238;46,7262;0,0701
42285;10,753;46,7269;0,0642
42286;10,7822;46,7275;0,0593
42287;10,8114;46,7282;0,056
42288;10,8407;46,7288;0,0532
42289;10,8699;46,7294;0,0509
42290;10,8992;46,73;0,049
42291;10,9284;46,7307;0,0475
42292;10,9576;46,7313;0,0463
42293;10,9868;46,7319;0,0452
42294;11,016;46,7324;0,0444
42295;11,0452;46,733;0,0437
42296;11,0745;46,7336;0,0432
42297;11,1037;46,7342;0,0428
42298;11,1329;46,7347;0,0426
42299;11,1622;46,7353;0,0425
42300;11,1914;46,7358;0,0424
42301;11,2206;46,7364;0,0425
42302;11,2498;46,7369;0,0426
42303;11,2791;46,7374;0,0428
42304;11,3083;46,738;0,0431
42305;11,3375;46,7385;0,0435
42306;11,3668;46,739;0,0439
42307;11,396;46,7395;0,0444
42308;11,4252;46,74;0,0448
42309;11,4545;46,7405;0,0453
42310;11,4837;46,7409;0,0459
42311;11,5129;46,7414;0,0464
42312;11,5421;46,7419;0,047
42313;11,5714;46,7423;0,0476
42314;11,6006;46,7428;0,0482
42315;11,6299;46,7432;0,0488
42316;11,6591;46,7437;0,0494
42317;11,6883;46,7441;0,05
42318;11,7176;46,7445;0,0507
42319;11,7468;46,7449;0,0513
42320;11,7761;46,7454;0,052
42321;11,8052;46,7458;0,0526
42322;11,8345;46,7462;0,0533
42323;11,8638;46,7465;0,0538
42324;11,893;46,7469;0,0544
42325;11,9223;46,7473;0,055
42326;11,9515;46,7477;0,0555
42327;11,9808;46,748;0,0561
42328;12,01;46,7484;0,0567
42329;12,0392;46,7487;0,0572
42330;12,0685;46,7491;0,0578
42331;12,0977;46,7494;0,0584
42332;12,127;46,7497;0,059
42333;12,1562;46,7501;0,0595
42334;12,1854;46,7504;0,0602
42335;12,2147;46,7507;0,0609
42336;12,2439;46,751;0,0617
42337;12,2732;46,7513;0,0624
42338;12,3024;46,7516;0,0632
42339;12,3317;46,7518;0,064
42340;12,3609;46,7521;0,0648
42827;10,4035;46,6985;0,1218
42828;10,4327;46,6992;0,1209
42829;10,4619;46,7;0,1197
42830;10,4911;46,7007;0,118
42831;10,5203;46,7014;0,1155
42832;10,5495;46,7021;0,1118
42833;10,5788;46,7028;0,1068
42834;10,6079;46,7035;0,1002
42835;10,6371;46,7041;0,0929
42836;10,6664;46,7048;0,0848
42837;10,6955;46,7055;0,077
42838;10,7247;46,7061;0,0703
42839;10,754;46,7068;0,0644
42840;10,7832;46,7074;0,0595
42841;10,8124;46,7081;0,0562
42842;10,8416;46,7087;0,0534
42843;10,8708;46,7093;0,0511
42844;10,9001;46,7099;0,0492
42845;10,9292;46,7106;0,0477
42846;10,9584;46,7112;0,0465
42847;10,9877;46,7118;0,0455
42848;11,0169;46,7123;0,0446
42849;11,0461;46,7129;0,044
42850;11,0753;46,7135;0,0435
42851;11,1046;46,7141;0,0432
42852;11,1338;46,7146;0,043
42853;11,163;46,7152;0,0429
42854;11,1922;46,7157;0,0428
42855;11,2214;46,7163;0,0429
42856;11,2507;46,7168;0,0431
42857;11,2798;46,7174;0,0433
42858;11,3091;46,7179;0,0437
42859;11,3382;46,7184;0,0441
42860;11,3675;46,7189;0,0445
42861;11,3967;46,7194;0,045
42862;11,4259;46,7199;0,0455
42863;11,4552;46,7204;0,0461
42864;11,4844;46,7208;0,0466
42865;11,5136;46,7213;0,0472
42866;11,5428;46,7218;0,0478
42867;11,5721;46,7222;0,0484
42868;11,6013;46,7227;0,049
42869;11,6305;46,7231;0,0497
42870;11,6598;46,7236;0,0503
42871;11,689;46,724;0,0509
42872;11,7182;46,7244;0,0516
42873;11,7474;46,7249;0,0523
42874;11,7767;46,7253;0,0529
42875;11,8059;46,7257;0,0536
42876;11,8351;46,7261;0,0542
42877;11,8644;46,7265;0,0548
42878;11,8936;46,7268;0,0553
42879;11,9228;46,7272;0,0559
42880;11,952;46,7276;0,0565
42881;11,9812;46,7279;0,0571
42882;12,0105;46,7283;0,0577
42883;12,0397;46,7286;0,0583
42884;12,069;46,729;0,0589
42885;12,0982;46,7293;0,0595
42886;12,1274;46,7296;0,0601
42887;12,1567;46,73;0,0609
42888;12,1859;46,7303;0,0617
42889;12,2151;46,7306;0,0624
42890;12,2444;46,7309;0,0633
42891;12,2736;46,7312;0,0641
42892;12,3028;46,7315;0,0649
42893;12,3321;46,7317;0,0657
42894;12,3613;46,732;0,0666
43381;10,4046;46,6784;0,1219
43382;10,4338;46,6792;0,121
43383;10,463;46,6799;0,1197
43384;10,4922;46,6806;0,1179
43385;10,5214;46,6813;0,1152
43386;10,5506;46,682;0,1115
43387;10,5798;46,6827;0,1064
43388;10,609;46,6834;0,0997
43389;10,6381;46,6841;0,0925
43390;10,6674;46,6847;0,0844
43391;10,6966;46,6854;0,0767
43392;10,7257;46,6861;0,0702
43393;10,7549;46,6867;0,0644
43394;10,7842;46,6873;0,0595
43395;10,8134;46,688;0,0562
43396;10,8425;46,6886;0,0535
43397;10,8718;46,6892;0,0512
43398;10,901;46,6899;0,0493
43399;10,9302;46,6905;0,0479
43400;10,9594;46,6911;0,0467
43401;10,9886;46,6917;0,0457
43402;11,0178;46,6923;0,0449
43403;11,047;46,6928;0,0443
43404;11,0762;46,6934;0,0438
43405;11,1054;46,694;0,0435
43406;11,1346;46,6945;0,0433
43407;11,1638;46,6951;0,0433
43408;11,193;46,6956;0,0433
43409;11,2222;46,6962;0,0434
43410;11,2514;46,6967;0,0436
43411;11,2806;46,6973;0,0439
43412;11,3098;46,6978;0,0442
43413;11,3391;46,6983;0,0447
43414;11,3683;46,6988;0,0451
43415;11,3974;46,6993;0,0457
43416;11,4267;46,6998;0,0462
43417;11,4559;46,7003;0,0468
43418;11,4851;46,7008;0,0474
43419;11,5143;46,7012;0,048
43420;11,5435;46,7017;0,0486
43421;11,5727;46,7021;0,0492
43422;11,602;46,7026;0,0499
43423;11,6312;46,703;0,0505
43424;11,6604;46,7035;0,0512
43425;11,6896;46,7039;0,0518
43426;11,7188;46,7043;0,0525
43427;11,7481;46,7048;0,0532
43428;11,7773;46,7052;0,0539
43429;11,8065;46,7056;0,0545
43430;11,8357;46,706;0,0551
43431;11,8649;46,7064;0,0557
43432;11,8942;46,7067;0,0563
43433;11,9234;46,7071;0,0569
43434;11,9526;46,7075;0,0575
43435;11,9818;46,7078;0,0581
43436;12,0111;46,7082;0,0587
43437;12,0403;46,7085;0,0593
43438;12,0695;46,7089;0,06
43439;12,0987;46,7092;0,0608
43440;12,1279;46,7095;0,0616
43441;12,1572;46,7099;0,0624
43442;12,1864;46,7102;0,0632
43443;12,2156;46,7105;0,064
43444;12,2448;46,7108;0,0649
43445;12,274;46,7111;0,0658
43446;12,3032;46,7114;0,0666
43447;12,3325;46,7116;0,0675
43448;12,3617;46,7119;0,0685
43449;12,3909;46,7122;0,0694
43935;10,4056;46,6583;0,1217
43936;10,4348;46,6591;0,1207
43937;10,464;46,6598;0,1193
43938;10,4932;46,6605;0,1173
43939;10,5224;46,6612;0,1145
43940;10,5516;46,6619;0,1105
43941;10,5808;46,6626;0,1052
43942;10,61;46,6633;0,0986
43943;10,6391;46,664;0,0913
43944;10,6683;46,6646;0,0833
43945;10,6975;46,6653;0,076
43946;10,7267;46,666;0,0696
43947;10,7559;46,6666;0,0639
