ID;LON;LAT;ag
134289;12,0076;43,4113;0,1724
134290;12,0353;43,4116;0,1779
134291;12,0629;43,4119;0,184
134292;12,0906;43,4123;0,1907
134293;12,1183;43,4126;0,1979
134294;12,1459;43,4129;0,2047
134295;12,1735;43,4133;0,2112
134296;12,2012;43,4136;0,2171
134297;12,2289;43,4139;0,2218
134298;12,2566;43,4142;0,2253
134299;12,2842;43,4145;0,228
134300;12,3119;43,4147;0,2299
134301;12,3396;43,415;0,231
134302;12,3672;43,4153;0,2317
134303;12,3949;43,4156;0,2318
134304;12,4225;43,4158;0,2315
134305;12,4502;43,4161;0,2306
134306;12,4779;43,4163;0,2293
134307;12,5055;43,4165;0,2273
134308;12,5332;43,4168;0,2249
134309;12,5608;43,417;0,2214
134310;12,5885;43,4172;0,2145
134311;12,6162;43,4174;0,2061
134312;12,6439;43,4176;0,198
134313;12,6715;43,4178;0,1927
134314;12,6992;43,418;0,189
134315;12,7268;43,4182;0,1854
134316;12,7545;43,4184;0,1822
134317;12,7822;43,4186;0,1795
134318;12,8099;43,4187;0,1775
134319;12,8375;43,4189;0,1759
134320;12,8652;43,419;0,1749
134321;12,8929;43,4192;0,1742
134322;12,9205;43,4193;0,1738
134323;12,9482;43,4195;0,1735
134324;12,9758;43,4196;0,1735
134325;13,0035;43,4197;0,1736
134326;13,0312;43,4198;0,1737
134327;13,0589;43,4199;0,174
134328;13,0865;43,42;0,1743
134329;13,1142;43,4201;0,1746
134330;13,1419;43,4202;0,1751
134331;13,1695;43,4203;0,1754
134332;13,1972;43,4204;0,1762
134333;13,2249;43,4204;0,1769
134334;13,2525;43,4205;0,1776
134335;13,2802;43,4206;0,1789
134336;13,3079;43,4206;0,1787
134337;13,3355;43,4206;0,1815
134338;13,3632;43,4207;0,1838
134339;13,3909;43,4207;0,1837
134340;13,4185;43,4207;0,1835
134341;13,4462;43,4208;0,1834
134342;13,4739;43,4208;0,1833
134343;13,5016;43,4208;0,1832
134344;13,5292;43,4208;0,183
134345;13,5569;43,4208;0,1827
134346;13,5846;43,4207;0,1823
134347;13,6122;43,4207;0,1818
134348;13,6399;43,4207;0,1812
134349;13,6675;43,4206;0,1803
134350;13,6952;43,4206;0,1788
134351;13,7229;43,4206;0,1765
134352;13,7506;43,4205;0,173
134353;13,7782;43,4204;0,1682
134354;13,8059;43,4204;0,1616
134355;13,8336;43,4203;0,1533
134356;13,8612;43,4202;0,143
134357;13,8889;43,4201;0,1321
134358;13,9166;43,42;0,1214
134359;13,9442;43,4199;0,1123
134360;13,9719;43,4198;0,1043
134361;13,9996;43,4197;0,0976
134362;14,0273;43,4196;0,0926
134363;14,0549;43,4194;0,0885
134364;14,0826;43,4193;0,0843
134365;14,1102;43,4192;0,0795
134366;14,1379;43,419;0,0766
134756;9,6043;43,3358;0,0347
134757;9,6319;43,3367;0,035
134758;9,6595;43,3377;0,0354
134759;9,6871;43,3386;0,0358
134760;9,7147;43,3395;0,0362
134761;9,7423;43,3403;0,0367
134762;9,77;43,3412;0,0372
134763;9,7976;43,3421;0,0377
134764;9,8252;43,343;0,0383
134765;9,8528;43,3438;0,039
134766;9,8804;43,3447;0,0396
134767;9,908;43,3456;0,0404
134768;9,9356;43,3464;0,0415
134769;9,9633;43,3472;0,0426
134770;9,9909;43,3481;0,0437
134771;10,0185;43,3489;0,0449
134772;10,046;43,3497;0,0463
134773;10,0737;43,3505;0,0477
134774;10,1013;43,3513;0,0494
134775;10,1289;43,3521;0,0513
134776;10,1565;43,3529;0,0532
134777;10,1842;43,3537;0,0551
134778;10,2118;43,3545;0,0571
134779;10,2394;43,3553;0,0596
134780;10,267;43,356;0,0629
134781;10,2946;43,3568;0,0668
134782;10,3222;43,3575;0,0719
134783;10,3499;43,3583;0,0773
134784;10,3775;43,359;0,0824
134785;10,4051;43,3598;0,0896
134786;10,4327;43,3605;0,0966
134787;10,4603;43,3612;0,1046
134788;10,4879;43,3619;0,1132
134789;10,5156;43,3626;0,1209
134790;10,5432;43,3633;0,1277
134791;10,5708;43,364;0,1312
134792;10,5984;43,3647;0,1344
134793;10,6261;43,3654;0,1367
134794;10,6537;43,3661;0,1383
134795;10,6814;43,3667;0,1391
134796;10,709;43,3674;0,1395
134797;10,7367;43,368;0,1397
134798;10,7642;43,3687;0,1399
134799;10,7919;43,3693;0,14
134800;10,8195;43,37;0,1402
134801;10,8471;43,3706;0,1402
134802;10,8747;43,3712;0,1403
134803;10,9024;43,3718;0,1403
134804;10,93;43,3725;0,1404
134805;10,9577;43,3731;0,1405
134806;10,9853;43,3737;0,1406
134807;11,0129;43,3742;0,1407
134808;11,0406;43,3748;0,1407
134809;11,0682;43,3754;0,1408
134810;11,0958;43,376;0,1409
134811;11,1235;43,3765;0,1411
134812;11,1511;43,3771;0,1409
134813;11,1787;43,3777;0,1409
134814;11,2064;43,3782;0,1408
134815;11,234;43,3787;0,1406
134816;11,2617;43,3793;0,1398
134817;11,2893;43,3798;0,1382
134818;11,317;43,3803;0,1353
134819;11,3446;43,3808;0,1308
134820;11,3723;43,3813;0,1251
134821;11,3999;43,3818;0,1201
134822;11,4275;43,3823;0,1166
134823;11,4551;43,3828;0,1182
134824;11,4828;43,3833;0,121
134825;11,5104;43,3838;0,1213
134826;11,5381;43,3842;0,1235
134827;11,5657;43,3847;0,1262
134828;11,5934;43,3851;0,1283
134829;11,6211;43,3856;0,1309
134830;11,6487;43,386;0,134
134831;11,6763;43,3865;0,1373
134832;11,704;43,3869;0,1407
134833;11,7316;43,3873;0,1438
134834;11,7593;43,3877;0,1466
134835;11,7869;43,3881;0,1491
134836;11,8146;43,3885;0,1512
134837;11,8422;43,3889;0,1531
134838;11,8699;43,3893;0,155
134839;11,8975;43,3897;0,1571
134840;11,9252;43,3901;0,1594
134841;11,9528;43,3904;0,1621
134842;11,9805;43,3908;0,1653
134843;12,0081;43,3912;0,1691
134844;12,0357;43,3915;0,1739
134845;12,0634;43,3919;0,1796
134846;12,091;43,3922;0,1859
134847;12,1187;43,3925;0,1928
134848;12,1464;43,3928;0,1999
134849;12,1741;43,3932;0,2067
134850;12,2017;43,3935;0,2131
134851;12,2293;43,3938;0,2186
134852;12,257;43,3941;0,223
134853;12,2847;43,3944;0,2263
134854;12,3123;43,3946;0,2287
134855;12,3399;43,3949;0,2303
134856;12,3676;43,3952;0,2314
134857;12,3953;43,3955;0,2319
134858;12,4229;43,3957;0,2319
134859;12,4506;43,396;0,2315
134860;12,4782;43,3962;0,2306
134861;12,5059;43,3964;0,2292
134862;12,5335;43,3967;0,2272
134863;12,5611;43,3969;0,2248
134864;12,5888;43,3971;0,2211
134865;12,6165;43,3973;0,2141
134866;12,6441;43,3975;0,205
134867;12,6718;43,3977;0,1979
134868;12,6994;43,3979;0,1926
134869;12,7271;43,3981;0,1889
134870;12,7548;43,3983;0,1853
134871;12,7824;43,3985;0,1821
134872;12,8101;43,3986;0,1794
134873;12,8377;43,3988;0,1774
134874;12,8654;43,3989;0,1759
134875;12,8931;43,3991;0,1749
134876;12,9207;43,3992;0,1742
134877;12,9484;43,3994;0,1738
134878;12,976;43,3995;0,1736
134879;13,0037;43,3996;0,1735
134880;13,0314;43,3997;0,1736
134881;13,059;43,3998;0,1737
134882;13,0866;43,3999;0,1739
134883;13,1143;43,4;0,1742
134884;13,142;43,4001;0,1746
134885;13,1696;43,4002;0,175
134886;13,1973;43,4003;0,1754
134887;13,225;43,4003;0,1761
134888;13,2526;43,4004;0,1766
134889;13,2803;43,4005;0,1773
134890;13,308;43,4005;0,1788
134891;13,3356;43,4005;0,1784
134892;13,3633;43,4006;0,1805
134893;13,3909;43,4006;0,1836
134894;13,4186;43,4006;0,1835
134895;13,4462;43,4006;0,1834
134896;13,4739;43,4007;0,1833
134897;13,5016;43,4007;0,1833
134898;13,5292;43,4007;0,1832
134899;13,5569;43,4006;0,183
134900;13,5845;43,4006;0,1827
134901;13,6122;43,4006;0,1824
134902;13,6398;43,4006;0,182
134903;13,6675;43,4005;0,1813
134904;13,6952;43,4005;0,1799
134905;13,7228;43,4004;0,1779
134906;13,7505;43,4004;0,1749
134907;13,7781;43,4003;0,1707
134908;13,8058;43,4003;0,165
134909;13,8335;43,4002;0,1574
134910;13,8611;43,4001;0,148
134911;13,8888;43,4;0,137
134912;13,9164;43,3999;0,1262
134913;13,9441;43,3998;0,1163
134914;13,9718;43,3997;0,1079
134915;13,9994;43,3996;0,1004
134916;14,0271;43,3995;0,0946
134917;14,0547;43,3993;0,0907
134918;14,0824;43,3992;0,0859
134919;14,11;43,3991;0,0818
134920;14,1377;43,3989;0,0779
134921;14,1654;43,3988;0,0753
135311;9,6332;43,3167;0,0347
135312;9,6608;43,3176;0,0351
135313;9,6883;43,3185;0,0355
135314;9,7159;43,3194;0,0359
135315;9,7435;43,3203;0,0363
135316;9,7711;43,3211;0,0367
135317;9,7987;43,322;0,0372
135318;9,8264;43,3229;0,0378
135319;9,8539;43,3238;0,0385
135320;9,8815;43,3246;0,0391
135321;9,9091;43,3255;0,0398
135322;9,9368;43,3263;0,0407
135323;9,9643;43,3271;0,0417
135324;9,9919;43,328;0,0429
135325;10,0196;43,3288;0,044
135326;10,0472;43,3296;0,0452
135327;10,0748;43,3304;0,0466
135328;10,1024;43,3312;0,0482
135329;10,13;43,332;0,05
135330;10,1576;43,3328;0,0517
135331;10,1852;43,3336;0,0537
135332;10,2128;43,3344;0,0557
135333;10,2404;43,3352;0,0579
135334;10,268;43,3359;0,0604
135335;10,2957;43,3367;0,0642
135336;10,3233;43,3374;0,0687
135337;10,3509;43,3382;0,0732
135338;10,3785;43,3389;0,0779
135339;10,4061;43,3397;0,0834
135340;10,4337;43,3404;0,0897
135341;10,4613;43,3411;0,0965
135342;10,489;43,3418;0,1041
135343;10,5165;43,3425;0,1133
135344;10,5441;43,3432;0,1212
135345;10,5718;43,3439;0,127
135346;10,5993;43,3446;0,1317
135347;10,627;43,3453;0,1343
135348;10,6547;43,346;0,1365
135349;10,6823;43,3466;0,1384
135350;10,7099;43,3473;0,1391
135351;10,7375;43,348;0,1396
135352;10,7651;43,3486;0,1399
135353;10,7927;43,3493;0,1401
135354;10,8204;43,3499;0,1403
135355;10,848;43,3505;0,1403
135356;10,8755;43,3511;0,1403
135357;10,9032;43,3518;0,1403
135358;10,9308;43,3524;0,1404
135359;10,9585;43,353;0,1405
135360;10,9861;43,3536;0,1405
135361;11,0137;43,3542;0,1406
135362;11,0414;43,3547;0,1407
135363;11,069;43,3553;0,1408
135364;11,0966;43,3559;0,1409
135365;11,1243;43,3565;0,141
135366;11,1519;43,357;0,1411
135367;11,1795;43,3576;0,1411
135368;11,2071;43,3581;0,1409
135369;11,2348;43,3586;0,1408
135370;11,2624;43,3592;0,1405
135371;11,29;43,3597;0,1395
135372;11,3176;43,3602;0,1379
135373;11,3453;43,3607;0,1353
135374;11,3729;43,3612;0,1308
135375;11,4005;43,3617;0,1251
135376;11,4282;43,3622;0,1201
135377;11,4558;43,3627;0,1168
135378;11,4835;43,3632;0,1202
135379;11,5111;43,3637;0,122
135380;11,5387;43,3641;0,1238
135381;11,5663;43,3646;0,1273
135382;11,594;43,365;0,1294
135383;11,6216;43,3655;0,1321
135384;11,6492;43,3659;0,1352
135385;11,6769;43,3664;0,1384
135386;11,7045;43,3668;0,1416
135387;11,7322;43,3672;0,1445
135388;11,7598;43,3676;0,1471
135389;11,7875;43,368;0,1493
135390;11,8151;43,3684;0,1511
135391;11,8428;43,3688;0,1527
135392;11,8704;43,3692;0,1543
135393;11,898;43,3696;0,156
135394;11,9257;43,37;0,1579
135395;11,9533;43,3704;0,1602
135396;11,9809;43,3707;0,163
135397;12,0086;43,3711;0,1663
135398;12,0362;43,3714;0,1704
135399;12,0638;43,3718;0,1755
135400;12,0915;43,3721;0,1814
135401;12,1192;43,3724;0,1878
135402;12,1468;43,3727;0,1949
135403;12,1744;43,3731;0,2019
135404;12,2021;43,3734;0,2086
135405;12,2297;43,3737;0,2148
135406;12,2574;43,374;0,22
135407;12,285;43,3743;0,2241
135408;12,3127;43,3745;0,2271
135409;12,3403;43,3748;0,2293
135410;12,3679;43,3751;0,2308
135411;12,3956;43,3754;0,2317
135412;12,4233;43,3756;0,2321
135413;12,4509;43,3759;0,232
135414;12,4785;43,3761;0,2316
135415;12,5062;43,3763;0,2306
135416;12,5338;43,3766;0,2291
135417;12,5615;43,3768;0,2271
135418;12,5891;43,377;0,2246
135419;12,6168;43,3772;0,22
135420;12,6444;43,3774;0,2131
135421;12,6721;43,3776;0,2046
135422;12,6997;43,3778;0,1978
135423;12,7273;43,378;0,1925
135424;12,755;43,3782;0,1888
135425;12,7827;43,3784;0,1853
135426;12,8103;43,3785;0,182
135427;12,8379;43,3787;0,1793
135428;12,8656;43,3788;0,1773
135429;12,8932;43,379;0,1759
135430;12,9209;43,3791;0,1748
135431;12,9486;43,3793;0,1742
135432;12,9762;43,3794;0,1738
135433;13,0038;43,3795;0,1736
135434;13,0315;43,3796;0,1735
135435;13,0591;43,3797;0,1736
135436;13,0868;43,3798;0,1737
135437;13,1144;43,3799;0,1739
135438;13,1421;43,38;0,1742
135439;13,1697;43,3801;0,1745
135440;13,1974;43,3802;0,1749
135441;13,2251;43,3802;0,1754
135442;13,2527;43,3803;0,1759
135443;13,2803;43,3804;0,1764
135444;13,308;43,3804;0,177
135445;13,3356;43,3805;0,1786
135446;13,3633;43,3805;0,1782
135447;13,391;43,3805;0,1801
135448;13,4186;43,3805;0,1834
135449;13,4463;43,3805;0,1833
135450;13,4739;43,3806;0,1833
135451;13,5015;43,3806;0,1833
135452;13,5292;43,3806;0,1832
135453;13,5569;43,3805;0,1831
135454;13,5845;43,3805;0,183
135455;13,6122;43,3805;0,1829
135456;13,6398;43,3805;0,1826
135457;13,6675;43,3804;0,182
135458;13,6951;43,3804;0,1808
135459;13,7227;43,3804;0,179
135460;13,7504;43,3803;0,1764
135461;13,778;43,3802;0,1728
135462;13,8057;43,3802;0,168
135463;13,8334;43,3801;0,1612
135464;13,861;43,38;0,1526
135465;13,8886;43,3799;0,1419
135466;13,9163;43,3798;0,131
135467;13,9439;43,3797;0,1204
135468;13,9716;43,3796;0,1116
135469;13,9992;43,3795;0,1037
135470;14,0269;43,3794;0,0972
135471;14,0545;43,3793;0,0925
135472;14,0822;43,3791;0,0877
135473;14,1098;43,379;0,0842
135474;14,1375;43,3788;0,0793
135475;14,1651;43,3787;0,0765
135476;14,1928;43,3785;0,0729
135865;9,6345;43,2966;0,0343
135866;9,662;43,2975;0,0347
135867;9,6896;43,2984;0,0351
135868;9,7172;43,2993;0,0355
135869;9,7448;43,3002;0,0359
135870;9,7724;43,3011;0,0363
135871;9,8;43,3019;0,0368
135872;9,8275;43,3028;0,0374
135873;9,8551;43,3037;0,038
135874;9,8827;43,3045;0,0386
135875;9,9103;43,3054;0,0393
135876;9,9379;43,3062;0,0399
135877;9,9655;43,3071;0,0409
135878;9,9931;43,3079;0,0419
135879;10,0207;43,3087;0,043
135880;10,0483;43,3095;0,0441
135881;10,0759;43,3103;0,0454
135882;10,1035;43,3112;0,0469
135883;10,1311;43,312;0,0486
135884;10,1587;43,3127;0,0505
135885;10,1863;43,3135;0,0524
135886;10,2139;43,3143;0,0543
135887;10,2415;43,3151;0,0563
135888;10,2691;43,3158;0,0587
135889;10,2967;43,3166;0,0619
135890;10,3243;43,3174;0,0656
135891;10,3519;43,3181;0,0695
135892;10,3795;43,3188;0,0737
135893;10,4071;43,3196;0,0781
135894;10,4347;43,3203;0,0834
135895;10,4623;43,321;0,0894
135896;10,4899;43,3217;0,0961
135897;10,5175;43,3224;0,105
135898;10,5451;43,3231;0,1146
135899;10,5727;43,3238;0,1216
135900;10,6003;43,3245;0,1273
135901;10,6279;43,3252;0,1314
135902;10,6556;43,3259;0,1343
135903;10,6832;43,3266;0,1364
135904;10,7108;43,3272;0,1379
135905;10,7384;43,3279;0,1391
135906;10,766;43,3285;0,1396
135907;10,7936;43,3292;0,14
135908;10,8212;43,3298;0,1402
135909;10,8488;43,3304;0,1403
135910;10,8764;43,331;0,1404
135911;10,9041;43,3317;0,1404
135912;10,9317;43,3323;0,1405
135913;10,9593;43,3329;0,1405
135914;10,9869;43,3335;0,1405
135915;11,0145;43,3341;0,1406
135916;11,0422;43,3346;0,1407
135917;11,0698;43,3352;0,1408
135918;11,0974;43,3358;0,1408
135919;11,125;43,3364;0,1409
135920;11,1527;43,3369;0,1411
135921;11,1803;43,3375;0,1412
135922;11,2079;43,338;0,1413
135923;11,2355;43,3385;0,141
135924;11,2631;43,3391;0,1407
135925;11,2908;43,3396;0,1408
135926;11,3184;43,3401;0,1393
135927;11,346;43,3406;0,1375
135928;11,3736;43,3411;0,1349
135929;11,4012;43,3416;0,1307
135930;11,4289;43,3421;0,1251
135931;11,4565;43,3426;0,1203
135932;11,4841;43,3431;0,1186
135933;11,5117;43,3436;0,1233
135934;11,5394;43,344;0,124
135935;11,567;43,3445;0,1282
135936;11,5946;43,3449;0,1306
135937;11,6223;43,3454;0,1333
135938;11,6499;43,3458;0,1363
135939;11,6775;43,3463;0,1394
135940;11,7051;43,3467;0,1425
135941;11,7328;43,3471;0,1452
135942;11,7604;43,3475;0,1475
135943;11,788;43,3479;0,1494
135944;11,8156;43,3483;0,151
135945;11,8433;43,3487;0,1524
135946;11,8709;43,3491;0,1537
135947;11,8985;43,3495;0,155
135948;11,9262;43,3499;0,1567
135949;11,9538;43,3502;0,1586
135950;11,9814;43,3506;0,161
135951;12,0091;43,351;0,1639
135952;12,0367;43,3513;0,1674
135953;12,0643;43,3517;0,1718
135954;12,092;43,352;0,1771
135955;12,1196;43,3523;0,1832
135956;12,1472;43,3526;0,1898
135957;12,1749;43,353;0,197
135958;12,2025;43,3533;0,2039
135959;12,2302;43,3536;0,2106
135960;12,2578;43,3539;0,2165
135961;12,2854;43,3542;0,2214
135962;12,313;43,3544;0,2251
135963;12,3407;43,3547;0,2279
135964;12,3683;43,355;0,2298
135965;12,396;43,3553;0,2311
135966;12,4236;43,3555;0,2319
135967;12,4512;43,3558;0,2322
135968;12,4789;43,356;0,2321
135969;12,5065;43,3562;0,2316
135970;12,5342;43,3565;0,2306
135971;12,5618;43,3567;0,2291
135972;12,5894;43,3569;0,227
135973;12,6171;43,3571;0,2245
135974;12,6447;43,3573;0,22
135975;12,6723;43,3575;0,213
135976;12,7;43,3577;0,204
135977;12,7276;43,3579;0,1978
135978;12,7553;43,3581;0,1924
135979;12,7829;43,3583;0,1887
135980;12,8105;43,3584;0,1852
135981;12,8382;43,3586;0,1819
135982;12,8658;43,3587;0,1793
135983;12,8934;43,3589;0,1773
135984;12,9211;43,359;0,1758
135985;12,9487;43,3592;0,1749
135986;12,9763;43,3593;0,1742
135987;13,004;43,3594;0,1738
135988;13,0317;43,3595;0,1736
135989;13,0593;43,3596;0,1736
135990;13,0869;43,3597;0,1736
135991;13,1146;43,3598;0,1737
135992;13,1422;43,3599;0,1739
135993;13,1698;43,36;0,1742
135994;13,1975;43,3601;0,1745
135995;13,2251;43,3601;0,1748
135996;13,2528;43,3602;0,1752
135997;13,2804;43,3603;0,1757
135998;13,3081;43,3603;0,1762
135999;13,3357;43,3603;0,1768
136000;13,3634;43,3604;0,1784
136001;13,391;43,3604;0,178
136002;13,4186;43,3604;0,1797
136003;13,4463;43,3604;0,1832
136004;13,4739;43,3605;0,183
136005;13,5016;43,3605;0,1831
136006;13,5292;43,3605;0,1832
136007;13,5568;43,3604;0,1832
136008;13,5845;43,3604;0,1832
136009;13,6121;43,3604;0,1831
136010;13,6398;43,3604;0,183
136011;13,6674;43,3603;0,1825
136012;13,695;43,3603;0,1815
136013;13,7227;43,3603;0,1798
136014;13,7503;43,3602;0,1776
136015;13,778;43,3601;0,1746
136016;13,8056;43,3601;0,1705
136017;13,8333;43,36;0,1646
136018;13,8609;43,3599;0,1567
136019;13,8885;43,3598;0,1468
136020;13,9162;43,3597;0,1358
136021;13,9438;43,3596;0,125
136022;13,9715;43,3595;0,1154
136023;13,9991;43,3594;0,1071
136024;14,0267;43,3593;0,0998
136025;14,0544;43,3591;0,0944
136026;14,082;43,359;0,0906
136027;14,1097;43,3589;0,0857
136028;14,1373;43,3587;0,0811
136029;14,1649;43,3586;0,0779
136030;14,1926;43,3584;0,075
136031;14,2202;43,3582;0,0707
136419;9,6357;43,2765;0,034
136420;9,6633;43,2774;0,0343
136421;9,6908;43,2783;0,0347
136422;9,7184;43,2792;0,0351
136423;9,746;43,2801;0,0355
136424;9,7736;43,281;0,0359
136425;9,8012;43,2819;0,0364
136426;9,8288;43,2827;0,0369
136427;9,8563;43,2836;0,0375
136428;9,8838;43,2845;0,0382
136429;9,9115;43,2853;0,0388
136430;9,9391;43,2861;0,0393
136431;9,9666;43,287;0,04
136432;9,9942;43,2878;0,041
136433;10,0218;43,2886;0,042
136434;10,0494;43,2895;0,0431
136435;10,077;43,2903;0,0442
136436;10,1045;43,2911;0,0457
136437;10,1321;43,2919;0,0474
136438;10,1598;43,2927;0,0493
136439;10,1874;43,2934;0,0511
136440;10,2149;43,2942;0,053
136441;10,2425;43,295;0,055
136442;10,2701;43,2958;0,0572
136443;10,2977;43,2965;0,0596
136444;10,3253;43,2973;0,0626
136445;10,3529;43,298;0,0658
136446;10,3805;43,2988;0,0697
136447;10,4081;43,2995;0,0738
136448;10,4357;43,3002;0,0781
136449;10,4633;43,3009;0,083
136450;10,4909;43,3017;0,0894
136451;10,5185;43,3024;0,0968
136452;10,5461;43,3031;0,1055
136453;10,5737;43,3038;0,1149
136454;10,6013;43,3044;0,1227
136455;10,6289;43,3051;0,1277
136456;10,6565;43,3058;0,1316
136457;10,6841;43,3065;0,1345
136458;10,7117;43,3071;0,1363
136459;10,7393;43,3078;0,1378
136460;10,7669;43,3084;0,1391
136461;10,7945;43,3091;0,1396
136462;10,8221;43,3097;0,14
136463;10,8497;43,3103;0,1402
136464;10,8773;43,311;0,1403
136465;10,9049;43,3116;0,1404
136466;10,9325;43,3122;0,1404
136467;10,9601;43,3128;0,1405
136468;10,9878;43,3134;0,1405
136469;11,0153;43,314;0,1405
136470;11,043;43,3146;0,1406
136471;11,0706;43,3151;0,1407
136472;11,0982;43,3157;0,1408
136473;11,1258;43,3163;0,1409
136474;11,1534;43,3168;0,141
136475;11,181;43,3174;0,1411
136476;11,2086;43,3179;0,1412
136477;11,2362;43,3185;0,1413
136478;11,2638;43,319;0,1412
136479;11,2915;43,3195;0,1408
136480;11,319;43,32;0,1402
136481;11,3467;43,3205;0,1391
136482;11,3743;43,321;0,1372
136483;11,4019;43,3216;0,1344
136484;11,4296;43,322;0,1306
136485;11,4571;43,3225;0,1252
136486;11,4847;43,323;0,1208
136487;11,5123;43,3235;0,1231
136488;11,54;43,3239;0,1255
136489;11,5676;43,3244;0,1289
136490;11,5952;43,3249;0,1316
136491;11,6228;43,3253;0,1344
136492;11,6504;43,3257;0,1373
136493;11,6781;43,3262;0,1404
136494;11,7057;43,3266;0,1432
136495;11,7334;43,327;0,1457
136496;11,761;43,3274;0,1478
136497;11,7886;43,3278;0,1495
136498;11,8161;43,3283;0,1509
136499;11,8438;43,3286;0,152
136500;11,8714;43,329;0,1531
136501;11,8991;43,3294;0,1543
136502;11,9267;43,3298;0,1556
136503;11,9543;43,3302;0,1572
136504;11,9819;43,3305;0,1592
136505;12,0095;43,3309;0,1617
136506;12,0372;43,3312;0,1648
136507;12,0648;43,3316;0,1686
136508;12,0924;43,3319;0,1732
136509;12,1201;43,3322;0,1788
136510;12,1477;43,3326;0,1851
136511;12,1753;43,3329;0,1919
136512;12,2029;43,3332;0,199
136513;12,2306;43,3335;0,206
136514;12,2581;43,3338;0,2124
136515;12,2858;43,3341;0,2181
136516;12,3134;43,3343;0,2226
136517;12,3411;43,3346;0,226
136518;12,3687;43,3349;0,2285
136519;12,3963;43,3352;0,2303
136520;12,424;43,3354;0,2315
136521;12,4516;43,3357;0,2321
136522;12,4792;43,3359;0,2324
136523;12,5068;43,3361;0,2322
136524;12,5345;43,3364;0,2317
136525;12,5621;43,3366;0,2306
136526;12,5897;43,3368;0,229
136527;12,6173;43,337;0,2269
136528;12,645;43,3372;0,2244
136529;12,6726;43,3374;0,2195
136530;12,7002;43,3376;0,2128
136531;12,7279;43,3378;0,2042
136532;12,7555;43,338;0,1979
136533;12,7831;43,3382;0,1924
136534;12,8107;43,3383;0,1887
136535;12,8384;43,3385;0,1851
136536;12,866;43,3387;0,1819
136537;12,8937;43,3388;0,1792
136538;12,9213;43,3389;0,1773
136539;12,9489;43,3391;0,1759
136540;12,9765;43,3392;0,1749
136541;13,0042;43,3393;0,1743
136542;13,0318;43,3394;0,1739
136543;13,0594;43,3395;0,1737
136544;13,0871;43,3396;0,1736
136545;13,1147;43,3397;0,1736
136546;13,1423;43,3398;0,1737
136547;13,1699;43,3399;0,1739
136548;13,1976;43,34;0,1741
136549;13,2252;43,34;0,1744
136550;13,2528;43,3401;0,1747
136551;13,2805;43,3402;0,175
136552;13,3081;43,3402;0,1755
136553;13,3357;43,3403;0,1759
136554;13,3634;43,3403;0,1764
136555;13,391;43,3403;0,178
136556;13,4187;43,3403;0,1777
136557;13,4463;43,3404;0,1792
136558;13,4739;43,3404;0,1828
136559;13,5015;43,3404;0,1828
136560;13,5292;43,3404;0,183
136561;13,5568;43,3404;0,1831
136562;13,5844;43,3403;0,1831
136563;13,6121;43,3403;0,1832
136564;13,6397;43,3403;0,1831
136565;13,6673;43,3402;0,1828
136566;13,695;43,3402;0,1819
136567;13,7226;43,3402;0,1805
136568;13,7502;43,3401;0,1786
136569;13,7779;43,34;0,1761
136570;13,8055;43,34;0,1726
136571;13,8331;43,3399;0,1675
136572;13,8607;43,3398;0,1603
136573;13,8884;43,3397;0,1514
136574;13,916;43,3396;0,1405
136575;13,9436;43,3395;0,1298
136576;13,9713;43,3394;0,1193
136577;13,9989;43,3393;0,1107
136578;14,0266;43,3392;0,1029
136579;14,0542;43,3391;0,0966
136580;14,0818;43,3389;0,0923
136581;14,1094;43,3388;0,0872
136582;14,1371;43,3386;0,0839
136583;14,1647;43,3385;0,0792
136584;14,1923;43,3383;0,0765
136585;14,22;43,3382;0,0723
136586;14,2476;43,338;0,0694
136973;9,6369;43,2564;0,0336
136974;9,6645;43,2573;0,0339
136975;9,692;43,2582;0,0343
136976;9,7196;43,2591;0,0347
136977;9,7472;43,26;0,0351
136978;9,7748;43,2609;0,0356
136979;9,8024;43,2618;0,036
136980;9,8299;43,2626;0,0365
136981;9,8575;43,2635;0,037
136982;9,8851;43,2644;0,0376
136983;9,9126;43,2652;0,0382
136984;9,9402;43,2661;0,0388
136985;9,9678;43,2669;0,0394
136986;9,9953;43,2677;0,0401
136987;10,0229;43,2686;0,041
136988;10,0505;43,2694;0,0421
136989;10,0781;43,2702;0,0433
136990;10,1057;43,271;0,0445
136991;10,1333;43,2718;0,0462
136992;10,1608;43,2726;0,048
136993;10,1884;43,2734;0,0497
136994;10,216;43,2741;0,0517
136995;10,2436;43,2749;0,0537
136996;10,2712;43,2757;0,0557
136997;10,2988;43,2764;0,0578
136998;10,3263;43,2772;0,0599
136999;10,3539;43,2779;0,0626
137000;10,3815;43,2787;0,0661
137001;10,4091;43,2794;0,0697
137002;10,4367;43,2801;0,0737
137003;10,4643;43,2809;0,0777
137004;10,4919;43,2816;0,0832
137005;10,5194;43,2823;0,0898
137006;10,5471;43,283;0,0971
137007;10,5746;43,2837;0,1057
137008;10,6022;43,2844;0,115
137009;10,6298;43,285;0,1227
137010;10,6574;43,2857;0,1285
137011;10,685;43,2864;0,1319
137012;10,7126;43,287;0,1345
137013;10,7402;43,2877;0,1368
137014;10,7678;43,2883;0,1377
137015;10,7954;43,289;0,1387
137016;10,823;43,2896;0,1395
